modernName,alternativeNames,state,country,latitude,longitude,ID,Type,AltID
Hui'an County,惠安县; Huì'Ān Xiàn,,China,24.99218383,118.8022716,960,County,Y_2031
Jinjiang District,锦江区; Jǐnjiāng Qū,,China,30.61083515,104.1167108,961,County,Y_2032
Licheng District,鲤城区; Lǐchéng Qū,,China,36.60442572,117.1788454,962,County,Y_2033
Luojiang District,洛江区; Luòjiāng Qū,,China,25.14127142,118.6226452,963,County,Y_2034
Nan'an City,南安市; Nánān Shì,,China,25.01167416,118.3760413,964,County,Y_2035
Quangang District,泉港区; Quángǎng Qū,,China,25.16529969,118.8497767,965,County,Y_2036
Shishi City,石狮市; Shíshī Shì,,China,24.74221167,118.6844734,966,County,Y_2037
Yongchun County,永春县; Yǒngchūn Xiàn,,China,25.3884722,118.1284737,967,County,Y_2038
Baiyun District,白云区; Báiyún Qū,,China,26.73819007,106.6825834,968,County,Y_2039
Xiaonan District,孝南区; Xiàonán Qū,,China,30.9482463,114.0161965,969,County,Y_204
Conghua District,从化区; Cónghuà Qū,,China,23.67945978,113.6742783,970,County,Y_2040
Haizhu District,海珠区; Hǎizhū Qū,,China,23.08379922,113.3213643,971,County,Y_2041
Huadu District,花都区; Huādu Qū,,China,23.4326517,113.2214729,972,County,Y_2042
Huangpu District,黄埔区; Huángpǔ Qū,,China,31.2180711,121.4792629,973,County,Y_2043
Liwan District,荔湾区; Lìwān Qū,,China,23.09031788,113.2225072,974,County,Y_2044
Nansha District,南沙区; Nánshā Qū,,China,22.73951987,113.5391422,975,County,Y_2045
Panyu District,番禺区; Pānyú Qū,,China,22.97580982,113.4018088,976,County,Y_2046
Tianhe District,天河区; Tiānhé Qū,,China,23.16204835,113.3706252,977,County,Y_2047
Yuexiu District,越秀区; Yuèxiù Qū,,China,23.135333,113.2762195,978,County,Y_2048
Zengcheng District,增城区; Zēngchéng Qū,,China,23.34234196,113.7582049,979,County,Y_2049
Yingcheng City,应城市; Yīngchéng Shì,,China,30.92292523,113.5442316,980,County,Y_205
Dongyuan County,东源县; Dōngyuán Xiàn,,China,23.92990108,114.8122312,981,County,Y_2050
Heping County,和平县; Hépíng Xiàn,,China,24.44801366,115.0010188,982,County,Y_2051
Lianping County,连平县; Liánpíng Xiàn,,China,24.33447075,114.5306329,983,County,Y_2052
Longchuan County,龙川县; Lóngchuān Xiàn,,China,24.37882251,97.96116888,984,County,Y_2053
Yuancheng District,源城区; Yuánchéng Qū,,China,23.68508219,114.638146,985,County,Y_2054
Zijin County,紫金县; Zǐjīn Xiàn,,China,23.52207103,115.0546111,986,County,Y_2055
Boluo County,博罗县; Bóluó Xiàn,,China,23.35119693,114.275801,987,County,Y_2056
Deqing County,德庆县; Déqìng Xiàn,,China,30.56370766,120.0387156,988,County,Y_2057
Huicheng District,惠城区; Huìchéng Qū,,China,23.16218598,114.4735014,989,County,Y_2058
Huidong County,惠东县; Huìdōng Xiàn,,China,26.56982916,102.7332173,990,County,Y_2059
Yunmeng County,云梦县; Yúnmèng Xiàn,,China,31.0368748,113.7895936,991,County,Y_206
Huiyang District,惠阳区; Huìyáng Qū,,China,22.91144842,114.438451,992,County,Y_2060
Longmen County,龙门县; Lóngmén Xiàn,,China,23.66307856,114.1228442,993,County,Y_2061
Enping City,恩平市; Ēnpíng Shì,,China,22.23623102,112.2762188,994,County,Y_2062
Heshan City,鹤山市; Hèshān Shì,,China,23.80010176,108.9322106,995,County,Y_2063
Jianghai District,江海区; Jiānghǎi Qū,,China,22.55233456,113.1225923,996,County,Y_2064
Kaiping City,开平市; Kāipíng Shì,,China,22.37110371,112.5370785,997,County,Y_2065
Pengjiang District,蓬江区; Péngjiāng Qū,,China,22.6585461,113.0463526,998,County,Y_2066
Taishan City,台山市; Táishān Shì,,China,21.8771728,112.7055926,999,County,Y_2067
Xinhui District,新会区; Xīnhuì Qū,,China,22.38625389,113.0226805,1000,County,Y_2068
Huilai County,惠来县; Huìlái Xiàn,,China,23.02903878,116.2155197,1001,County,Y_2069
Qianjiang District,黔江区; Qiánjiāng Qū,,China,29.441051,108.703922,1002,County,Y_207
Jiedong District,揭东区; Jiēdōng Qū,,China,23.60383422,116.3462061,1003,County,Y_2070
Jiexi County,揭西县; Jiēxī Xiàn,,China,23.49026175,115.9023376,1004,County,Y_2071
Puning City,普宁市; Pǔníng Shì,,China,23.28272608,116.0650385,1005,County,Y_2072
Rongcheng District,榕城区; Róngchéng Qū,,China,23.52404804,116.3569395,1006,County,Y_2073
Dianbai District,电白区; Diànbái Qū,,China,21.6606119,111.1806006,1007,County,Y_2074
Gaozhou City,高州市; Gāozhōu Shì,,China,22.03245489,110.9660402,1008,County,Y_2075
Huazhou City,化州市; Huàzhōu Shì,,China,21.84290774,110.5315705,1009,County,Y_2076
Maonan District,茂南区; Màonán Qū,,China,21.67850275,110.8567462,1010,County,Y_2077
Xinyi City,信宜市; Xìnyí Shì,,China,34.28146122,118.3290122,1011,County,Y_2078
Dabu County,大埔县; Dàbù Xiàn,,China,24.3413673,116.6511475,1012,County,Y_2079
Shennongjia Forestry District,神农架林区; Shénnóngjiàlín Qū,,China,31.59254304,110.4752739,1013,County,Y_208
Fengshun County,丰顺县; Fēngshùn Xiàn,,China,23.91175959,116.2781767,1014,County,Y_2080
Jiaoling County,蕉岭县; Jiāolǐng Xiàn,,China,24.67166963,116.1842158,1015,County,Y_2081
Meijiang District,梅江区; Méijiāng Qū,,China,24.28595474,116.10522,1016,County,Y_2082
Meixian District,梅县区; Méixiàn Ōu,,China,24.36249002,116.1877413,1017,County,Y_2083
Pingyuan County,平远县; Píngyuǎn Xiàn,,China,37.14105389,116.4235848,1018,County,Y_2084
Wuhua County,五华县; Wǔhuá Xiàn,,China,23.79953238,115.628905,1019,County,Y_2085
Xingning City,兴宁市; Xīngníng Shì,,China,24.2622111,115.7400893,1020,County,Y_2086
Fogang County,佛冈县; Fógāng Xiàn,,China,23.87891514,113.5543756,1021,County,Y_2087
Liannan Yao Autonomous County,连南瑶族自治县; Liánnán Yáozú Zìzhìxiàn,,China,24.56420105,112.2540139,1022,County,Y_2088
Lianshan Zhuang and Yao Autonomous County,连山壮族瑶族自治县; Liánshān Zhuàngzú Yáozú Zìzhìxiàn,,China,24.51125632,112.0874249,1023,County,Y_2089
Tianmen City,天门市; Tiānmén Shì,,China,30.633474,113.095781,1024,County,Y_209
Lianzhou City,连州市; Liánzhōu Shì,,China,24.93544619,112.4458207,1025,County,Y_2090
Qingcheng District,清城区; Qīngchéng Qū,,China,23.67390536,113.1308235,1026,County,Y_2091
Qingxin District,清新区; Qīngxīn Qū,,China,23.9099692,112.8216911,1027,County,Y_2092
Yangshan County,阳山县; Yángshān Xiàn,,China,24.5067758,112.6677862,1028,County,Y_2093
Yingde City,英德市; Yīngdé Shì,,China,24.22092019,113.3115937,1029,County,Y_2094
Chaonan District,潮南区; Cháonán Qū,,China,23.17585026,116.4011881,1030,County,Y_2095
Chaoyang District,潮阳区; Cháoyáng Qū,,China,43.6773148,125.3061704,1031,County,Y_2096
Chenghai District,澄海区; Chénghǎi Qū,,China,23.52713822,116.8052697,1032,County,Y_2097
Haojiang District,濠江区; Háojiāng Qū,,China,23.28725365,116.6979258,1033,County,Y_2098
Jinping District,金平区; Jīnpíng Qū,,China,23.38978947,116.6395024,1034,County,Y_2099
Jieshou City,界首市; Jièshǒu Shì,,China,33.22268022,115.3850254,1035,County,Y_21
Xiantao City,仙桃市; Xiāntáo Shì,,China,30.28978821,113.3779946,1036,County,Y_210
Longhu District,龙湖区; Lónghú Qū,,China,23.39693093,116.7521045,1037,County,Y_2100
Nan'ao County,南澳县; Nán'Ào Xiàn,,China,23.43693045,117.05719,1038,County,Y_2101
Chengqu District,城区; Chéng Qū,,China,23.03847992,113.7489883,1039,County,Y_2102
Haifeng County,海丰县; Hǎifēng Xiàn,,China,22.96637272,115.2726112,1040,County,Y_2103
Lufeng City,陆丰市; Lùfēng Shì,,China,22.9638889,115.7771475,1041,County,Y_2104
Luhe County,陆河县; Lùhé Xiàn,,China,23.27853423,115.6157326,1042,County,Y_2105
Lechang City,乐昌市; Lèchāng Shì,,China,25.24643936,113.2417707,1043,County,Y_2106
Nanxiong City,南雄市; Nánxióng Shì,,China,25.1856972,114.3727038,1044,County,Y_2107
Qujiang District,曲江区; Qǔjiāng Qū,,China,28.93746411,118.9269315,1045,County,Y_2108
Renhua County,仁化县; Rénhuà Xiàn,,China,25.13552765,113.7398606,1046,County,Y_2109
Anguo City,安国市; Ānguó Shì,,China,38.38406978,115.3227911,1047,County,Y_211
Ruyuan Yao Autonomous County,乳源瑶族自治县; Rǔyuányáozúzìzhì Xiàn,,China,24.80842283,113.1637084,1048,County,Y_2110
Shixing County,始兴县; Shǐxīng Xiàn,,China,24.84606166,114.102381,1049,County,Y_2111
Wengyuan County,翁源县; Wēngyuán Xiàn,,China,24.42005686,114.0175997,1050,County,Y_2112
Wujiang District,武江区; Wǔjiāng Qū,,China,31.01087388,120.6277835,1051,County,Y_2113
Xinfeng County,新丰县; Xīnfēng Xiàn,,China,25.28119006,114.9715001,1052,County,Y_2114
Zhenjiang District,浈江区; Zhēnjiāng Qū,,China,24.91262643,113.5715445,1053,County,Y_2115
Jiangcheng District,江城区; Jiāngchéng Qū,,China,21.65026585,111.9616066,1054,County,Y_2116
Yangchun City,阳春市; Yángchūn Shì,,China,22.21940557,111.683165,1055,County,Y_2117
Yangdong District,阳东区; Yángdōng Qū,,China,21.89469081,112.1138336,1056,County,Y_2118
Yangxi County,阳西县; Yángxī Xiàn,,China,21.65362032,111.6079425,1057,County,Y_2119
Anxin County,安新县; Ānxīn Xiàn,,China,38.8728251,115.8727701,1058,County,Y_212
Luoding City,罗定市; Luódìng Shì,,China,22.68866148,111.4829287,1059,County,Y_2120
Xinxing County,新兴县; Xīnxīng Xiàn,,China,22.62388855,112.205889,1060,County,Y_2121
Yunan County,郁南县; Yùnán Xiàn,,China,23.0407616,111.6081756,1061,County,Y_2122
Yun'an County,云安县; Yún'Ān Xiàn,,China,22.84594164,111.9647066,1062,County,Y_2123
Yuncheng District,云城区; Yúnchéng Qū,,China,22.98652228,112.1677314,1063,County,Y_2124
Chikan District,赤坎区; Chìkǎn Qū,,China,21.27332296,110.3798962,1064,County,Y_2125
Leizhou City,雷州市; Léizhōu Shì,,China,20.8049551,110.070123,1065,County,Y_2126
Lianjiang City,廉江市; Liánjiāng Shì,,China,21.64071261,110.133148,1066,County,Y_2127
Mazhang District,麻章区; Mázhāng Qū,,China,21.08335221,110.3264732,1067,County,Y_2128
Potou District,坡头区; Pōtóu Qū,,China,21.2766018,110.5035469,1068,County,Y_2129
Boye County,博野县; Bóyě Xiàn,,China,38.45190543,115.474003,1069,County,Y_213
Suixi County,遂溪县; Suíxī Xiàn,,China,33.643457,116.708599,1070,County,Y_2130
Wuchuan City,吴川市; Wúchuān Shì,,China,21.43780153,110.6984353,1071,County,Y_2131
Xiashan District,霞山区; Xiáshān Qū,,China,21.17928235,110.3613937,1072,County,Y_2132
Xuwen County,徐闻县; Xúwén Xiàn,,China,20.42680954,110.24691,1073,County,Y_2133
Deqing County,德庆县; Déqìng Xiàn,,China,30.56370766,120.0387156,1074,County,Y_2134
Dinghu District,鼎湖区; Dǐnghú Qū,,China,23.20578749,112.6126598,1075,County,Y_2135
Duanzhou District,端州区; Duānzhōu Qū,,China,23.10036382,112.4645215,1076,County,Y_2136
Fengkai County,封开县; Fēngkāi Xiàn,,China,23.55862045,111.7116844,1077,County,Y_2137
Gaoyao District,高要区; Gāoyào Qū,,China,23.08108485,112.4495218,1078,County,Y_2138
Guangning County,广宁县; Guǎngníng Xiàn,,China,23.67317855,112.4317041,1079,County,Y_2139
Dingxing County,定兴县; Dìngxīng Xiàn,,China,39.20442904,115.741373,1080,County,Y_214
Huaiji County,怀集县; Huáijí Xiàn,,China,23.96674371,112.1657175,1081,County,Y_2140
Sihui City,四会市; Sìhuì Shì,,China,23.42833966,112.6760905,1082,County,Y_2141
Chao'an District,潮安区; Cháo'Ān Qū,,China,23.73148111,116.6013196,1083,County,Y_2142
Raoping County,饶平县; Ràopíng Xiàn,,China,23.666372,116.9994883,1084,County,Y_2143
Xiangqiao District,湘桥区; Xiāngqiáo Qū,,China,23.67348156,116.7091106,1085,County,Y_2144
Chancheng District,禅城区; Chánchéng Qū,,China,23.00010724,113.0582457,1086,County,Y_2145
Gaoming District,高明区; Gāomíng Qū,,China,22.82148357,112.6707181,1087,County,Y_2146
Nanhai District,南海区; Nánhǎi Qū,,China,23.07237817,113.029468,1088,County,Y_2147
Sanshui District,三水区; Sānshuǐ Qū,,China,23.29045867,112.8941226,1089,County,Y_2148
Shunde District,顺德区; Shùndé Qū,,China,22.84452899,113.178309,1090,County,Y_2149
Dingzhou City,定州市; Dìngzhōu Shì,,China,38.4583554,115.0444279,1091,County,Y_215
Bengshan District,蚌山区; Bàngshān Qū,,China,32.881771,117.359591,1546,County,Y_1
Mengcheng County,蒙城县; Méngchéng Xiàn,,China,33.21994415,116.577517,1547,County,Y_10
Suixi County,濉溪县; Suīxī Xiàn,,China,33.643457,116.708599,1548,County,Y_100
Tieling County,铁岭县; Tiělǐng Xiàn,,China,42.2210843,123.723634,1549,County,Y_1000
Xifeng County,西丰县; Xīfēng Xiàn,,China,42.70404837,124.7257313,1550,County,Y_1001
Yinzhou District,银州区; Yínzhōu Qū,,China,42.24565851,123.8453569,1551,County,Y_1002
Bayuquan District,鲅鱼圈区; Bàyúquān Qū,,China,40.25911339,122.1722497,1552,County,Y_1003
Dashiqiao City,大石桥市; Dàshíqiáo Shì,,China,40.63864115,122.5596044,1553,County,Y_1004
Gaizhou City,盖州市; Gàizhōu Shì,,China,40.22663362,122.4658794,1554,County,Y_1005
Laobian District,老边区; Lǎobiān Qū,,China,40.6183046,122.3770275,1555,County,Y_1006
Xishi District,西市区; Xīshì Qū,,China,40.58267287,122.2499225,1556,County,Y_1007
Zhanqian District,站前区; Zhànqián Qū,,China,40.78620172,122.3124186,1557,County,Y_1008
Beipiao City,北票市; Běipiào Shì,,China,41.86013424,120.8030218,1558,County,Y_1009
Xiangshan District,相山区; Xiāngshān Qū,,China,33.97514998,116.7348003,1559,County,Y_101
Chaoyang County,朝阳县; Cháoyáng Xiàn,,China,41.34895603,120.2871188,1560,County,Y_1010
Harqin Left Wing Mongolian Autonomous County,喀喇沁左翼 蒙古族自治县; Kālāqìn Zuǒyì Měnggǔzú Zìzhìxiàn,,China,41.13552682,119.7629884,1561,County,Y_1011
Jianping County,建平县; Jiànpíng Xiàn,,China,41.83445475,119.619503,1562,County,Y_1012
Lingyuan City,凌源市; Língyuán Shì,,China,40.97217425,119.2580558,1563,County,Y_1013
Longcheng District,龙城区; Lóngchéng Qū,,China,41.56116688,120.2825189,1564,County,Y_1014
Shuangta District,双塔区; Shuāngtǎ Qū,,China,41.58257829,120.537225,1565,County,Y_1015
Beizhen City,北镇市; Běizhèn Shì,,China,41.53858577,121.8512049,1566,County,Y_1016
Guta District,古塔区; Gǔtǎ Qū,,China,41.15104056,121.0739924,1567,County,Y_1017
Heishan County,黑山县; Hēishān Xiàn,,China,41.78998205,122.2473826,1568,County,Y_1018
Jinzhou Economic and Technical Development Zone,锦州经济技术开发区; Jǐnzhōu Jīngjì Jìshù Kāifā Qū,,China,40.83733637,121.0402693,1569,County,Y_1019
Bowang District,博望区; Bówàng Qū,,China,31.5852,118.744721,1570,County,Y_102
Linghai City,凌海市; Línghǎi Shì,,China,41.1317923,121.40581,1571,County,Y_1020
Linghe District,凌河区; Línghé Qū,,China,41.12629904,121.1747704,1572,County,Y_1021
Taihe District,太和区; Tàihé Qū,,China,41.01281032,121.1195386,1573,County,Y_1022
Yi County,义县; Yì Xiàn,,China,41.52764734,121.2905052,1574,County,Y_1023
Cotai Landfill Zone,路凼填海区; Lùdàngtiánhǎi Qū,,China,22.14297421,113.5662217,1575,County,Y_1024
Our Lady Of Carmel Parish,嘉模堂區; Jiāmótáng Qū,,China,22.15428513,113.5655101,1576,County,Y_1025
Our Lady Of Fatima Parish,花地瑪堂區; Huādìmǎtáng Qū,,China,22.20962372,113.5493484,1577,County,Y_1026
Santo António Parish,花王堂區; Huāwángtáng Qū,,China,22.2018028,113.541516,1578,County,Y_1027
St. Francis Xavier Parish,圣方济各堂區; Shèngfāngjìgètáng Qū,,China,22.1252709,113.5683161,1579,County,Y_1028
Alxa Left Banner,阿拉善左旗; Ālāshàn Zuǒ Qí,,China,39.51803187,105.0232353,1580,County,Y_1029
Dangtu County,当涂县; Dāngtú Xiàn,,China,31.46688321,118.5955849,1581,County,Y_103
Alxa Right Banner,阿拉善右旗; Ālāshàn Yòu Qí,,China,40.17095839,102.4551022,1582,County,Y_1030
Ejin Banner,额济纳旗; Éjìnà Qí,,China,41.6629606,100.1065008,1583,County,Y_1031
Dengkou County,磴口县; Dèngkǒu Xiàn,,China,40.55199655,106.7022647,1584,County,Y_1032
Hanggin Rear Banner,杭锦后旗; Hángjǐn Hòu Qí,,China,40.88795973,107.0216107,1585,County,Y_1033
Linhe District,临河区; Línhé Qū,,China,40.92171612,107.4288424,1586,County,Y_1034
Urad Front Banner,乌拉特前旗; Wūlātè Qián Qí,,China,40.89645949,109.0940533,1587,County,Y_1035
Urad Middle Banner,乌拉特中旗; Wūlātè Zhōng Qí,,China,41.8157557,108.4551712,1588,County,Y_1036
Urad Rear Banner,乌拉特后旗; Wūlātè Hòu Qí,,China,41.52374526,106.4090742,1589,County,Y_1037
Wuyuan County,五原县; Wǔyuán Xiàn,,China,41.04003736,108.0661453,1590,County,Y_1038
Bayan'obo Mining District,白云鄂博矿区; Báiyún Èbó Kuàngqū,,China,41.76689714,109.9580521,1591,County,Y_1039
Hanshan County,含山县; Hánshān Xiàn,,China,31.65753482,118.0418226,1592,County,Y_104
Darhan Muminggan United Banner,达尔罕茂明安联合旗; Dá'Ěr Hǎn Màomíngān Liánhé Qí,,China,41.9120276,110.2838056,1593,County,Y_1040
Donghe District,东河区; Dōnghé Qū,,China,40.57606256,110.2034461,1594,County,Y_1041
Guyang County,固阳县; Gùyáng Xiàn,,China,41.11104659,110.139083,1595,County,Y_1042
Hondlon District,昆都仑区; Kūndūlún Qū,,China,40.69054912,109.7471392,1596,County,Y_1043
Jiuyuan District,九原区; Jiǔyuán Qū,,China,40.608795,109.6998926,1597,County,Y_1044
Qingshan District,青山区; Qīngshān Qū,,China,40.64325347,109.9256938,1598,County,Y_1045
Tumed Right Banner,土默特右旗; Tǔmòtè Yòu Qí,,China,40.51443727,110.6896985,1599,County,Y_1046
Xiguit District,石拐区; Shíguǎi Qū,,China,40.74684471,110.2811611,1600,County,Y_1047
Aohan Banner,敖汉旗; Áohàn Qi,,China,42.42312799,120.1441613,1601,County,Y_1048
Ar Horqin Banner,阿鲁科尔沁旗; Ālǔkē'Ěrqìn Qí,,China,44.16275343,120.0617364,1602,County,Y_1049
He County,和县; Hé Xiàn,,China,31.75736521,118.292659,1603,County,Y_105
Bairin Left Banner,巴林左旗; Bālín Zuǒ Qí,,China,44.19810748,119.2666079,1604,County,Y_1050
Bairin Right Banner,巴林右旗; Bairin Youqi,,China,43.67472853,118.9368006,1605,County,Y_1051
Harqin Banner,喀喇沁旗; Kālāqìn Qí,,China,41.90133952,118.6583353,1606,County,Y_1052
Hexigten Banner,克什克腾旗; Kèshíkèténg Qí,,China,43.22162634,117.3813093,1607,County,Y_1053
Hongshan District,红山区; Hóngshān Qū,,China,42.18794504,118.9822468,1608,County,Y_1054
Linxi County,临西县; Línxī Xiàn,,China,43.76489918,118.0984695,1609,County,Y_1055
Ningcheng County,宁城县; Níngchéng Xiàn,,China,41.56231016,118.8910052,1610,County,Y_1056
Ongniud Banner,翁牛特旗; Wēngniútè Qí,,China,42.96745741,119.2417219,1611,County,Y_1057
Songshan District,松山区; Sōngshān Qū,,China,42.40033209,118.6080362,1612,County,Y_1058
Yuanbaoshan District,元宝山区; Yuánbǎoshān Qū,,China,42.19493948,119.2307044,1613,County,Y_1059
Huashan District,花山区; Huāshān Qū,,China,31.72025022,118.5446605,1614,County,Y_106
Dalad Banner,达拉特旗; Dálātè Qí,,China,40.21159863,109.8524958,1615,County,Y_1060
Dongsheng District,东胜区; Dōngshèng Qū,,China,39.8355649,109.7558684,1616,County,Y_1061
Ejin Horo Banner,伊金霍洛旗; Yījīnhuòluò Qí,,China,39.41572418,109.6927425,1617,County,Y_1062
Hanggin Banner,杭锦旗; Hángjǐn Qí,,China,40.20605219,108.1983163,1618,County,Y_1063
Jungar Banner,准格尔旗; Zhǔngéěr Qí,,China,39.78613784,110.8734764,1619,County,Y_1064
Kangbashi District,康巴什区; Kāngbāshí Qū,,China,39.64346513,109.8236186,1620,County,Y_1065
